label	text_a
1	Our findings support the recently proposed concept of 3'UTR-encoded &quot;cryptic amyloidogenic elements.&quot; Together with a previous report on an aggregation-prone <e1>protein insertion into membrane</e1> deletion variant in distal hereditary motor <e2>neuropathy</e2>, they also suggest that toxic gain of REEP1 function, rather than loss-of-function as relevant for HSP, specifically affects lower motor neurons.
1	Over 140 disease-causing mutations have been described so far in <e1>regulation of rhodopsin mediated signaling pathway</e1>, 88% of which cause <e2>autosomal recessive</e2> Leber congenital amaurosis (clathrin coat assembly) while heterozygous missense mutations cause autosomal dominant cone-rod degeneration (adCRD).
1	Over 140 disease-causing mutations have been described so far in regulation of rhodopsin mediated signaling pathway, 88% of which cause <e1>autosomal recessive</e1> Leber congenital amaurosis (<e2>clathrin coat assembly</e2>) while heterozygous missense mutations cause autosomal dominant cone-rod degeneration (adCRD).
1	Consistent with a conserved role for this gene in the cochlea, the genetic mapping data presented here support human TMIE as the gene affected at <e1>synaptic vesicle exocytosis</e1>, a non-syndromic <e2>hearing loss</e2> locus.
1	<e1>neuron projection development</e1>-related disorders include a wide phenotypic ranging from mild to lethal <e2>seizure</e2> disorders, non-syndromic deafness, and composite syndromes such as DOORS (deafness, onychodystrophy, osteodystrophy, mental retardation, and seizures).
1	<e1>neuron projection development</e1>-related disorders include a wide phenotypic ranging from mild to lethal seizure disorders, non-syndromic <e2>deafness</e2>, and composite syndromes such as DOORS (deafness, onychodystrophy, osteodystrophy, mental retardation, and seizures).
1	Three predicted driver genes (CDKN2A, <e1>positive regulation of protein phosphorylation</e1>, negative regulation of cell proliferation) were found common in these three <e2>cancer</e2>s by comparative analysis.
1	Three predicted driver genes (CDKN2A, positive regulation of protein phosphorylation, <e1>negative regulation of cell proliferation</e1>) were found common in these three <e2>cancer</e2>s by comparative analysis.
1	Mutations in the human <e1>tRNA 3'-terminal CCA addition</e1> gene encoding tRNA nucleotidyltransferase (tRNA-NT), an essential enzyme responsible for addition of the camera-type eye development (cytidine-cytidine-adenosine) sequence to the 3'-termini of tRNAs, have been linked to disease phenotypes including congenital sideroblastic anemia with B-cell immunodeficiency, periodic fevers and <e2>developmental delay</e2> (SIFD) or retinitis pigmentosa with erythrocyte microcytosis.
1	Numerous studies have recently demonstrated that <e1>protein deacetylation</e1> expression and activity are increased in kidney disease, such as autosomal dominant polycystic kidney disease (ADPKD), <e2>renal fibrosis</e2>, and acute kidney injury (AKI), among others.
1	Here, we discuss the unique function of <e1>protein deacetylation</e1> and recapitulate the alluring potential of its inhibitors in <e2>kidney disease</e2>s.
1	Cell surface carbohydrates are important for cell migration and invasion of prostate <e1>cancer</e1> (<e2>mitochondrial transport</e2>).
1	Accordingly, the I-branching N-acetylglucosaminyltransferase (<e1>protein glycosylation</e1>) converts linear i-antigen to I-branching glycan, and its expression is associated with breast <e2>cancer</e2> progression.
1	Although clustering of missense mutations is often regarded as a hallmark of oncoproteins, we observed that a number of <e1>tumor</e1> suppressors, including <e2>protein ubiquitination</e2>, protein ubiquitination, and protein phosphorylation, also showed such clustering.
1	Although clustering of missense mutations is often regarded as a hallmark of oncoproteins, we observed that a number of <e1>tumor</e1> suppressors, including protein ubiquitination, <e2>protein ubiquitination</e2>, and protein phosphorylation, also showed such clustering.
1	Although clustering of missense mutations is often regarded as a hallmark of oncoproteins, we observed that a number of <e1>tumor</e1> suppressors, including protein ubiquitination, protein ubiquitination, and <e2>protein phosphorylation</e2>, also showed such clustering.
1	Focal <e1>cortical dysplasia</e1> (FCD) and hemimegalencephaly (proteolysis) are epileptogenic neurodevelopmentalmalformations caused by mutations in <e2>regulation of cell growth</e2> pathway genes.
1	Focal cortical dysplasia (FCD) and <e1>hemimegalencephaly</e1> (<e2>proteolysis</e2>) are epileptogenic neurodevelopmentalmalformations caused by mutations in regulation of cell growth pathway genes.
1	The <e1>protein targeting</e1>-associated phenotype has previously been assigned to <e2>spastic paraplegia</e2>-47.
1	c.7253dupT in <e1>DNA repair</e1>, encoding a DDR factor important in meiosis, associated with hereditary breast <e2>cancer</e2> (p=0.018) and likely represents a Northern Finnish founder mutation.
1	A deletion (c.640_644del5) in <e1>double-strand break repair</e1>, causative for recessive RIDDLE syndrome, had high prevalence in majority of the analyzed cohorts, but did not associate with breast <e2>cancer</e2>.
1	In conclusion, truncating variants in <e1>DNA repair</e1> and FANCD2 are potential breast <e2>cancer</e2> risk factors, warranting further investigations in other populations.
1	Our study provides further evidence for validating the role of <e1>biological_process</e1> in the pathology of related infantile-onset <e2>encephalopathy</e2>, contributing to the phenotypic features of this condition, and providing clinical and molecular insight for the diagnosis of this disease entity.
1	Mutations in the <e1>coumarin metabolic process</e1> gene have been identified in patients with temporal lobe <e2>epilepsy</e2> and febrile seizures.
1	The 1p breakpoint disrupts the 5' UTR of <e1>biological_process</e1>, which encodes AT-hook DNA-binding motif containing-1 protein, and AHDC1-truncating mutations have recently been described in a syndrome that includes developmental delay, but not congenital heart disease [Xia, F., Bainbridge, M.N., Tan, T.Y., Wangler, M.F., Scheuerle, A.E., Zackai, E.H., Harr, M.H., Sutton, V.R., Nalam, R.L., Zhu, W. et al. (2014) De Novo truncating mutations in AHDC1 in individuals with syndromic expressive <e2>language delay</e2>, hypotonia, and sleep apnea.
1	The 1p breakpoint disrupts the 5' UTR of <e1>biological_process</e1>, which encodes AT-hook DNA-binding motif containing-1 protein, and AHDC1-truncating mutations have recently been described in a syndrome that includes developmental delay, but not congenital heart disease [Xia, F., Bainbridge, M.N., Tan, T.Y., Wangler, M.F., Scheuerle, A.E., Zackai, E.H., Harr, M.H., Sutton, V.R., Nalam, R.L., Zhu, W. et al. (2014) De Novo truncating mutations in AHDC1 in individuals with syndromic expressive language delay, hypotonia, and <e2>sleep apnea</e2>.
1	Other novel mutations detected in unclassified <e1>epilepsy</e1> patients involve the <e2>peripheral nervous system development</e2>, positive regulation of cytosolic calcium ion concentration, cellular response to histamine, chloride transmembrane transport, modulation of chemical synaptic transmission, TSC1, protein autophosphorylation, cellular sodium ion homeostasis, homophilic cell adhesion via plasma membrane adhesion molecules, axon extension and muscle organ development genes.
1	Other novel mutations detected in unclassified <e1>epilepsy</e1> patients involve the peripheral nervous system development, positive regulation of cytosolic calcium ion concentration, <e2>cellular response to histamine</e2>, chloride transmembrane transport, modulation of chemical synaptic transmission, TSC1, protein autophosphorylation, cellular sodium ion homeostasis, homophilic cell adhesion via plasma membrane adhesion molecules, axon extension and muscle organ development genes.
1	Other novel mutations detected in unclassified <e1>epilepsy</e1> patients involve the peripheral nervous system development, positive regulation of cytosolic calcium ion concentration, cellular response to histamine, <e2>chloride transmembrane transport</e2>, modulation of chemical synaptic transmission, TSC1, protein autophosphorylation, cellular sodium ion homeostasis, homophilic cell adhesion via plasma membrane adhesion molecules, axon extension and muscle organ development genes.
1	Other novel mutations detected in unclassified <e1>epilepsy</e1> patients involve the peripheral nervous system development, positive regulation of cytosolic calcium ion concentration, cellular response to histamine, chloride transmembrane transport, <e2>modulation of chemical synaptic transmission</e2>, TSC1, protein autophosphorylation, cellular sodium ion homeostasis, homophilic cell adhesion via plasma membrane adhesion molecules, axon extension and muscle organ development genes.
1	Other novel mutations detected in unclassified <e1>epilepsy</e1> patients involve the peripheral nervous system development, positive regulation of cytosolic calcium ion concentration, cellular response to histamine, chloride transmembrane transport, modulation of chemical synaptic transmission, TSC1, <e2>protein autophosphorylation</e2>, cellular sodium ion homeostasis, homophilic cell adhesion via plasma membrane adhesion molecules, axon extension and muscle organ development genes.
1	Other novel mutations detected in unclassified <e1>epilepsy</e1> patients involve the peripheral nervous system development, positive regulation of cytosolic calcium ion concentration, cellular response to histamine, chloride transmembrane transport, modulation of chemical synaptic transmission, TSC1, protein autophosphorylation, <e2>cellular sodium ion homeostasis</e2>, homophilic cell adhesion via plasma membrane adhesion molecules, axon extension and muscle organ development genes.
1	Other novel mutations detected in unclassified <e1>epilepsy</e1> patients involve the peripheral nervous system development, positive regulation of cytosolic calcium ion concentration, cellular response to histamine, chloride transmembrane transport, modulation of chemical synaptic transmission, TSC1, protein autophosphorylation, cellular sodium ion homeostasis, <e2>homophilic cell adhesion via plasma membrane adhesion molecules</e2>, axon extension and muscle organ development genes.
1	Other novel mutations detected in unclassified <e1>epilepsy</e1> patients involve the peripheral nervous system development, positive regulation of cytosolic calcium ion concentration, cellular response to histamine, chloride transmembrane transport, modulation of chemical synaptic transmission, TSC1, protein autophosphorylation, cellular sodium ion homeostasis, homophilic cell adhesion via plasma membrane adhesion molecules, axon extension and <e2>muscle organ development</e2> genes.
1	These results suggest (i) apparent allelic <e1>heterogeneity</e1> in <e2>complement activation</e2> and genetic heterogeneity in thiamine pyrophosphate transmembrane transport across different ethnic groups; (ii) shared ulcerative colitis genetic etiological factors among Asians; and finally (iii) re-exploration of GWAS findings together with high-density genotyping/sequencing and trans-ethnic fine mapping approaches may help identify shared and population-specific risk variants and enable to explain missing disease heritability.
1	These results suggest (i) apparent allelic <e1>heterogeneity</e1> in complement activation and genetic heterogeneity in <e2>thiamine pyrophosphate transmembrane transport</e2> across different ethnic groups; (ii) shared ulcerative colitis genetic etiological factors among Asians; and finally (iii) re-exploration of GWAS findings together with high-density genotyping/sequencing and trans-ethnic fine mapping approaches may help identify shared and population-specific risk variants and enable to explain missing disease heritability.
1	In the present study, we investigated the spatiotemporal distributions of <e1>negative regulation of protein export from nucleus</e1> and 4 representative nucleoporins (GP210, NUP205, mRNA export from nucleus and NUP50) of NPCs in human Cu/Zn superoxide dismutase-1 mutation transgenic (response to superoxide-thyroid gland development) mice and <e2>sporadic</e2> ALS patients.
1	In the present study, we investigated the spatiotemporal distributions of negative regulation of protein export from nucleus and 4 representative nucleoporins (GP210, NUP205, <e1>mRNA export from nucleus</e1> and NUP50) of NPCs in human Cu/Zn superoxide dismutase-1 mutation transgenic (response to superoxide-thyroid gland development) mice and <e2>sporadic</e2> ALS patients.
1	In the present study, we investigated the spatiotemporal distributions of negative regulation of protein export from nucleus and 4 representative nucleoporins (GP210, NUP205, mRNA export from nucleus and NUP50) of NPCs in human Cu/Zn superoxide dismutase-1 mutation transgenic (<e1>response to superoxide</e1>-thyroid gland development) mice and <e2>sporadic</e2> ALS patients.
1	The present study indicated that the mislocalization of these proteins of NPCs may underlie the pathogenesis of <e1>signal transduction</e1> both in response to superoxide-Tg mice and human <e2>sporadic</e2> ALS patients, and these dysfunctions may be a fundamental pathway for ALS that is not specific only in C9-ALS but also in SOD1-ALS, which may be amenable to pharmacotherapeutic intervention.
1	The present study indicated that the mislocalization of these proteins of NPCs may underlie the pathogenesis of signal transduction both in <e1>response to superoxide</e1>-Tg mice and human <e2>sporadic</e2> ALS patients, and these dysfunctions may be a fundamental pathway for ALS that is not specific only in C9-ALS but also in SOD1-ALS, which may be amenable to pharmacotherapeutic intervention.
1	In this study, we investigated whether single nucleotide polymorphisms (SNPs) rs7521902, rs10859871 and rs11031006, mapping to WNT4, <e1>cell-cell adhesion</e1> and G protein-coupled receptor signaling pathway genetic loci, respectively, are associated with risk for <e2>endometriosis</e2> in a Greek population.
1	In this study, we investigated whether single nucleotide polymorphisms (SNPs) rs7521902, rs10859871 and rs11031006, mapping to WNT4, cell-cell adhesion and <e1>G protein-coupled receptor signaling pathway</e1> genetic loci, respectively, are associated with risk for <e2>endometriosis</e2> in a Greek population.
1	Notably, a significant difference in the distribution of the AG genotype and the positive regulation of glucose transmembrane transport allele A of <e1>G protein-coupled receptor signaling pathway</e1> rs11031006 SNP was found between the <e2>endometriosis</e2> patients and controls.
1	We found a genetic association between rs11031006 (<e1>G protein-coupled receptor signaling pathway</e1>) SNP and <e2>endometriosis</e2>.
1	<e1>negative regulation of gene expression</e1> and cell-cell adhesion genes constitute the most consistently associated genes with <e2>endometriosis</e2>.
1	negative regulation of gene expression and <e1>cell-cell adhesion</e1> genes constitute the most consistently associated genes with <e2>endometriosis</e2>.
1	In the present study, an association of rs7521902 (<e1>negative regulation of gene expression</e1>) and rs10859871 (cell-cell adhesion) was confirmed in women with <e2>endometriosis</e2> at the genotypic but not the allelic level.
1	In the present study, an association of rs7521902 (negative regulation of gene expression) and rs10859871 (<e1>cell-cell adhesion</e1>) was confirmed in women with <e2>endometriosis</e2> at the genotypic but not the allelic level.
1	Primary creatine disorders are inherited as <e1>autosomal recessive</e1> (mutations affecting creatine biosynthetic process [for glycine-amidinotransferase, mitochondrial]) and <e2>creatine biosynthetic process</e2> genes) or X-linked (creatine transmembrane transport gene) traits.
1	Primary creatine disorders are inherited as <e1>autosomal recessive</e1> (mutations affecting creatine biosynthetic process [for glycine-amidinotransferase, mitochondrial]) and creatine biosynthetic process genes) or X-linked (<e2>creatine transmembrane transport</e2> gene) traits.
1	Primary ciliary dyskinesia (<e1>motile cilium assembly</e1>) is clinically characterized by neonatal <e2>respiratory distress</e2>, chronic sinusitis, bronchiectasis and infertility, and situs inversus in 50% of the patients.
1	Diagnosis of <e1>motile cilium assembly</e1> is often a challenging ion transmembrane transport due to its high clinical and genetic <e2>heterogeneities</e2>.
1	L371P mutation in <e1>regulation of transcription by RNA polymerase II</e1> is a founder mutation in the Caucasus Jewish community and that homozygosity for this mutation is associated with infantile cerebral and <e2>cerebellar atrophy</e2> with poor myelination.
1	In the second example, Mdx mice, a model for Duchenne <e1>muscular dystrophy</e1>, were intravenously injected with AAV8-<e2>extracellular matrix organization</e2>.
1	Like other <e1>macular degenerations</e1>, pathogenesis within the retinal pigment epithelium (<e2>carbohydrate metabolic process</e2>) appears to contribute to the loss of photoreceptors from the central retina.
1	Biallelic pathogenic variant in <e1>morphogenesis of a polarized epithelium</e1> gene can cause Joubert syndrome-related disorders with <e2>oculomotor apraxia</e2> characteristics.
1	Therefore, we concluded that <e1>morphogenesis of a polarized epithelium</e1> c.3257A&gt;G and muscle organ development c.914 A&gt;G were potential causal variants in this <e2>strabismus</e2> pedigree.
1	Therefore, we concluded that morphogenesis of a polarized epithelium c.3257A&gt;G and <e1>muscle organ development</e1> c.914 A&gt;G were potential causal variants in this <e2>strabismus</e2> pedigree.
1	Here, we show that invasive breast <e1>tumors</e1> exhibit significant <e2>spermatogenesis</e2>-ITH and that this heterogeneity is critical for tumor growth and metastasis.
1	Here, we show that invasive breast tumors exhibit significant <e1>spermatogenesis</e1>-ITH and that this <e2>heterogeneity</e2> is critical for tumor growth and metastasis.
1	Rather, we observed that, in ADAM23-heterotypic environments, ADAM23-negative cells promote <e1>tumor</e1> growth and metastasis by enhancing the proliferation and invasion of adjacent A23-positive cells through the production of<e2>regulation of myelination</e2> (Leucine-rich Glioma Inactivated 4) and nitric oxide (NO).
0	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: <e1>nucleotide transport</e1>-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, autophagosome maturation-associated autosomal-recessive cerebellar ataxia and <e2>intellectual disability</e2> syndrome, and three forms of hereditary spastic paraplegia, chemical synaptic transmission, double-strand break repair via homologous recombination and omega-hydroxylase P450 pathway caused by SPG11, double-strand break repair via homologous recombination and autophagy mutations, respectively.
1	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: nucleotide transport-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, <e1>autophagosome maturation</e1>-associated autosomal-recessive <e2>cerebellar ataxia</e2> and intellectual disability syndrome, and three forms of hereditary spastic paraplegia, chemical synaptic transmission, double-strand break repair via homologous recombination and omega-hydroxylase P450 pathway caused by SPG11, double-strand break repair via homologous recombination and autophagy mutations, respectively.
0	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: nucleotide transport-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, <e1>autophagosome maturation</e1>-associated autosomal-recessive cerebellar ataxia and intellectual disability syndrome, and three forms of hereditary <e2>spastic paraplegia</e2>, chemical synaptic transmission, double-strand break repair via homologous recombination and omega-hydroxylase P450 pathway caused by SPG11, double-strand break repair via homologous recombination and autophagy mutations, respectively.
1	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: nucleotide transport-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, autophagosome maturation-associated autosomal-recessive <e1>cerebellar ataxia</e1> and intellectual disability syndrome, and three forms of hereditary spastic paraplegia, <e2>chemical synaptic transmission</e2>, double-strand break repair via homologous recombination and omega-hydroxylase P450 pathway caused by SPG11, double-strand break repair via homologous recombination and autophagy mutations, respectively.
1	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: nucleotide transport-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, autophagosome maturation-associated autosomal-recessive <e1>cerebellar ataxia</e1> and intellectual disability syndrome, and three forms of hereditary spastic paraplegia, chemical synaptic transmission, <e2>double-strand break repair via homologous recombination</e2> and omega-hydroxylase P450 pathway caused by SPG11, double-strand break repair via homologous recombination and autophagy mutations, respectively.
1	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: nucleotide transport-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, autophagosome maturation-associated autosomal-recessive <e1>cerebellar ataxia</e1> and intellectual disability syndrome, and three forms of hereditary spastic paraplegia, chemical synaptic transmission, double-strand break repair via homologous recombination and <e2>omega-hydroxylase P450 pathway</e2> caused by SPG11, double-strand break repair via homologous recombination and autophagy mutations, respectively.
1	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: nucleotide transport-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, autophagosome maturation-associated autosomal-recessive <e1>cerebellar ataxia</e1> and intellectual disability syndrome, and three forms of hereditary spastic paraplegia, chemical synaptic transmission, double-strand break repair via homologous recombination and omega-hydroxylase P450 pathway caused by SPG11, <e2>double-strand break repair via homologous recombination</e2> and autophagy mutations, respectively.
1	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: nucleotide transport-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, autophagosome maturation-associated autosomal-recessive cerebellar ataxia and <e1>intellectual disability</e1> syndrome, and three forms of hereditary spastic paraplegia, chemical synaptic transmission, double-strand break repair via homologous recombination and omega-hydroxylase P450 pathway caused by SPG11, <e2>double-strand break repair via homologous recombination</e2> and autophagy mutations, respectively.
1	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: nucleotide transport-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, autophagosome maturation-associated autosomal-recessive cerebellar ataxia and <e1>intellectual disability</e1> syndrome, and three forms of hereditary spastic paraplegia, chemical synaptic transmission, double-strand break repair via homologous recombination and omega-hydroxylase P450 pathway caused by SPG11, double-strand break repair via homologous recombination and <e2>autophagy</e2> mutations, respectively.
1	Here we discuss 'congenital disorders of autophagy' as an emerging subclass of inborn errors of metabolism by using the examples of six recently identified monogenic diseases: nucleotide transport-related Vici syndrome, beta-propeller protein-associated neurodegeneration due to mutations in WDR45, autophagosome maturation-associated autosomal-recessive cerebellar ataxia and intellectual disability syndrome, and three forms of hereditary <e1>spastic paraplegia</e1>, chemical synaptic transmission, double-strand break repair via homologous recombination and omega-hydroxylase P450 pathway caused by SPG11, <e2>double-strand break repair via homologous recombination</e2> and autophagy mutations, respectively.
1	Sushi repeat-containing protein X-linked 2 (<e1>regulation of phosphorylation</e1>), a novel chondroitin sulfate proteoglycan, is overexpressed in human <e2>cancer</e2>.
1	While, the clinical significance and biological function of <e1>regulation of phosphorylation</e1> remain rarely known in <e2>hepatocellular carcinoma</e2> (HCC).
1	The positive expression of <e1>regulation of phosphorylation</e1> was prominently correlated with venous infiltration and advanced TNM <e2>tumor</e2> stage.
1	By exome sequencing, we identified three different bi-allelic truncating mutations in <e1>biological_process</e1> in three unrelated individuals with infancy-onset episodic metabolic crises characterized by encephalopathy, <e2>hypoglycemia</e2>, rhabdomyolysis, arrhythmias, and laboratory findings suggestive of a defect in mitochondrial fatty acid oxidation.
1	By exome sequencing, we identified three different bi-allelic truncating mutations in <e1>biological_process</e1> in three unrelated individuals with infancy-onset episodic metabolic crises characterized by encephalopathy, hypoglycemia, <e2>rhabdomyolysis</e2>, arrhythmias, and laboratory findings suggestive of a defect in mitochondrial fatty acid oxidation.
1	Typical ciliopathy phenotypes (curved body shape, <e1>retinal dystrophy</e1>, coloboma, and decreased cilia) in a CRISPR/Cas9-engineered zebrafish mutant model provide additional support for <e2>cilium assembly</e2> as a ciliopathy-associated gene.
1	Typical ciliopathy phenotypes (curved body shape, retinal dystrophy, <e1>coloboma</e1>, and decreased cilia) in a CRISPR/Cas9-engineered zebrafish mutant model provide additional support for <e2>cilium assembly</e2> as a ciliopathy-associated gene.
1	She manifested <e1>macrocephaly</e1>, preaxial polysyndactyly, psychomotor developmental delay, cerebral cavernous malformations, and glucose intolerance due to a 6.2-Mb deletion of 7p14.1p12.3 which included <e2>osteoblast differentiation</e2>3, protein phosphorylation, and CCM2.
1	She manifested <e1>macrocephaly</e1>, preaxial polysyndactyly, psychomotor developmental delay, cerebral cavernous malformations, and glucose intolerance due to a 6.2-Mb deletion of 7p14.1p12.3 which included osteoblast differentiation3, <e2>protein phosphorylation</e2>, and CCM2.
1	We summarize the phenotypic extent of <e1>osteoblast differentiation</e1>2/3 syndromes in the literature and determine that these 2 syndromes manifest opposite features to a certain extent, such as midface hypoplasia or <e2>macrocephaly</e2>, and anterior or posterior side of polydactyly.
1	The present study aimed to explore <e1>regulation of small GTPase mediated signal transduction</e1> expression in cervical <e2>cancer</e2> and the possible function in tumor progression.
1	<e1>regulation of small GTPase mediated signal transduction</e1> expression in cervical <e2>cancer</e2> cell lines was assessed by RT-PCR and Western blotting.
1	<e1>regulation of small GTPase mediated signal transduction</e1> expression in cervical <e2>cancer</e2> tissues and normal tissues was assessed by immunohistochemistry.
1	Here, we showed lower expression of <e1>regulation of small GTPase mediated signal transduction</e1> in cell lines and human cervical <e2>cancer</e2> samples.
1	Furthermore, the phosphorylation of <e1>positive regulation of protein phosphorylation</e1> was enhanced in regulation of small GTPase mediated signal transduction silencing cervical <e2>cancer</e2> cells.
1	Furthermore, the phosphorylation of positive regulation of protein phosphorylation was enhanced in <e1>regulation of small GTPase mediated signal transduction</e1> silencing cervical <e2>cancer</e2> cells.
1	These results reveal that <e1>regulation of small GTPase mediated signal transduction</e1> functions as a <e2>tumor</e2> suppressor in cervical cancer that suppresses tumor growth, at least partly, through inhibition of PI3K/positive regulation of protein phosphorylation signaling and up-regulation of P21 and P27 expression.
1	These results reveal that <e1>regulation of small GTPase mediated signal transduction</e1> functions as a tumor suppressor in cervical <e2>cancer</e2> that suppresses tumor growth, at least partly, through inhibition of PI3K/positive regulation of protein phosphorylation signaling and up-regulation of P21 and P27 expression.
0	These results reveal that regulation of small GTPase mediated signal transduction functions as a <e1>tumor</e1> suppressor in cervical cancer that suppresses tumor growth, at least partly, through inhibition of PI3K/<e2>positive regulation of protein phosphorylation</e2> signaling and up-regulation of P21 and P27 expression.
1	<e1>negative regulation of NF-kappaB transcription factor activity</e1>(-/-) mice rapidly develop decompensated cardiac hypertrophy, and following severe pressure overload all Erbin(-/-) mice died from <e2>heart failure</e2>.
1	Although humans with X-linked <e1>hypophosphatemia</e1> (proteolysis) and the <e2>proteolysis</e2> mouse, a murine homolog of XLH, are known to develop degenerative joint disease, the exact mechanism that drives the osteoarthritis (OA) phenotype remains unclear.
1	UCA1 knockdown significantly inhibited <e1>biological_process</e1> cell viability, colony formation and the bromodomain containing 4 (positive regulation of transcription elongation from RNA polymerase II promoter) expression level invitro, and retarded PTC <e2>tumor</e2> growth invivo.
1	UCA1 knockdown significantly inhibited biological_process cell viability, colony formation and the bromodomain containing 4 (<e1>positive regulation of transcription elongation from RNA polymerase II promoter</e1>) expression level invitro, and retarded PTC <e2>tumor</e2> growth invivo.
1	In the previous study, microRNA (<e1>protein polyubiquitination</e1>)204 inhibited thyroid <e2>cancer</e2> progression and was regulated by UCA1 in other types of cancer.
1	The <e1>activation of MAPK activity</e1> (positive regulation of cytosolic calcium ion concentration-1) derived EGF-CFC family was overexpressed in <e2>tumor</e2> development enhancing proliferation, epithelial-mesenchymal transition (EMT) and migration of tumor cells.
1	However, correlation between CR-1 and prostate <e1>cancer</e1> (<e2>mitochondrial transport</e2>) remains still unclear.
1	Additionally, our results displayed that Licl had anti<e1>tumor</e1> activity against <e2>positive regulation of cell migration</e2>-3 through the inhibition of Wnt/-catenin pathway.
1	The aim of this study was to examine the <e1>mitotic spindle organization</e1> expression and its role in <e2>tumor</e2> progression, invasion and metastasis in squamous cell carcinoma of the oral tongue (SCCOT).
1	The immunohistochemistry showed that <e1>mitotic spindle organization</e1> expression was stronger in oral tongue cancer tissues than in paired adjacent tissues (P&lt;0.01), and the higher expression of Kif2a was also significantly associated with lymph node metastasis (P&lt;0.01), <e2>tumor</e2> clinical stage (P&lt;0.01).
1	The immunohistochemistry showed that <e1>mitotic spindle organization</e1> expression was stronger in oral tongue <e2>cancer</e2> tissues than in paired adjacent tissues (P&lt;0.01), and the higher expression of Kif2a was also significantly associated with lymph node metastasis (P&lt;0.01), tumor clinical stage (P&lt;0.01).
1	<e1>negative regulation of axon extension</e1>-A and Nogo-C are potent Nogos that are predominantly expressed in the <e2>central</e2> nervous system.
1	Downregulation of Gli1, <e1>smoothened signaling pathway</e1>, negative regulation of transcription by RNA polymerase II and Kif7 was demonstrated in clinical samples of <e2>choriocarcinoma</e2> and hydatidiform moles as well as choriocarcinoma cell lines when compared with normal placentas.
1	Downregulation of Gli1, smoothened signaling pathway, <e1>negative regulation of transcription by RNA polymerase II</e1> and Kif7 was demonstrated in clinical samples of <e2>choriocarcinoma</e2> and hydatidiform moles as well as choriocarcinoma cell lines when compared with normal placentas.
0	Ectopic expression of <e1>negative regulation of smoothened signaling pathway</e1> in two <e2>choriocarcinoma</e2> cell lines JAR and JEG-3 led to a decrease in cell growth and increase in apoptosis demonstrated by MTT and TUNEL assays, respectively.
1	Individuals with <e1>smoothened signaling pathway</e1> deletion show symptoms of ADHD, sleep disruption, hypotonia, <e2>aggression</e2>, ASD, and ID.
1	<e1>protein import into nucleus</e1>-restricted deletion of smoothened signaling pathway leads to attention deficits and <e2>hyperactivity</e2>, both of which are rescued by pharmacological augmentation of SK channel activity.
1	protein import into nucleus-restricted deletion of <e1>smoothened signaling pathway</e1> leads to attention deficits and <e2>hyperactivity</e2>, both of which are rescued by pharmacological augmentation of SK channel activity.
1	A growing number of studies has suggested that long non-coding RNAs (lncRNAs) exert essential roles in the development and progression of <e1>hepatocellular carcinoma</e1> (<e2>phosphatidylinositol phosphorylation</e2>).
1	<e1>myelination</e1>-AS1 knockdown could inhibit the proliferation of phosphatidylinositol phosphorylation cells and attenuate the development of HCC <e2>tumor</e2> invivo.
1	myelination-AS1 knockdown could inhibit the proliferation of <e1>phosphatidylinositol phosphorylation</e1> cells and attenuate the development of HCC <e2>tumor</e2> invivo.
1	In this study we present the first two cases from India of a rare inborn error of metabolism manifesting as <e1>dystonia</e1> and 3-methylglutaconic aciduria and a Leigh like lesions in the brain MRI associated with <e2>intracellular cholesterol transport</e2> gene mutation, a phenotype characteristic of MEGDEL syndrome.
